cve_id,vendor_project,product,vulnerability_name,short_description,required_action,date_added,due_date,known_ransomware_campaign_use,notes,cwes,search_keywords,vendor_risk_score,product_risk_score,description_severity_score,days_since_added,remediation_window_days,days_until_due,recency_score,urgency_score,cwe_count,has_critical_cwe,cwe_risk_score,avg_cwe_criticality,ransomware_confirmed,ransomware_unknown,overall_threat_score,threat_level,threat_binary,confidence_score
CVE-2015-2360,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,Win32k.sys in the kernel-mode drivers in Microsoft Windows allows local users to gain privileges or cause denial-of-service (DoS).,Apply updates per vendor instructions.,2022-05-25,2022-06-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2015-2360,CWE-119,microsoft|win32k|escalation|CWE119|vulnerability|privilege|CVE20152360|cwe-119|cve-2015-2360,0.9,0.3,0.1,1235,21,-1215,0.3,0.7,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.75
CVE-2024-39717,Versa,Director,Versa Director Dangerous File Type Upload Vulnerability,"The Versa Director GUI contains an unrestricted upload of file with dangerous type vulnerability that allows administrators with Provider-Data-Center-Admin or Provider-Data-Center-System-Admin privileges to customize the user interface. The “Change Favicon” (Favorite Icon) enables the upload of a .png file, which can be exploited to upload a malicious file with a .png extension disguised as an image.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-08-23,2024-09-13,Unknown,https://versa-networks.com/blog/versa-security-bulletin-update-on-cve-2024-39717-versa-director-dangerous-file-type-upload-vulnerability/;   https://nvd.nist.gov/vuln/detail/CVE-2024-39717,CWE-434,dangerous|director|file|vulnerability|type|versa|cwe-434|upload|CWE434|cve-2024-39717|CVE202439717,0.3,0.3,0.3,414,21,-394,0.3,0.7,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.75
CVE-2025-55177,Meta Platforms,WhatsApp,Meta Platforms WhatsApp Incorrect Authorization Vulnerability,Meta Platforms WhatsApp contains an incorrect authorization vulnerability due to an incomplete authorization of linked device synchronization messages. This vulnerability could allow an unrelated user to trigger processing of content from an arbitrary URL on a target’s device.,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-09-02,2025-09-23,Unknown,https://www.whatsapp.com/security/advisories/2025/ ; https://nvd.nist.gov/vuln/detail/CVE-2025-55177,CWE-863,authorization|platforms|cve-2025-55177|meta|meta platforms|vulnerability|whatsapp|cwe-863|CWE863|metaplatforms|incorrect|CVE202555177,0.3,0.3,0.0,39,21,-19,0.6,0.7,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.75
CVE-2013-6282,Linux,Kernel,Linux Kernel Improper Input Validation Vulnerability,The get_user and put_user API functions of the Linux kernel fail to validate the target address when being used on ARM v6k/v7 platforms. This allows an application to read and write kernel memory which could lead to privilege escalation.,Apply updates per vendor instructions.,2022-09-15,2022-10-06,Unknown,https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=8404663f81d212918ff85f493649a7991209fa04; https://nvd.nist.gov/vuln/detail/CVE-2013-6282,CWE-20,validation|kernel|CVE20136282|input|escalation|vulnerability|cwe-20|improper|CWE20|cve-2013-6282|linux,0.3,0.3,0.3,1122,21,-1102,0.3,0.7,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,0.75
CVE-2024-53197,Linux,Kernel,Linux Kernel Out-of-Bounds Access Vulnerability,"Linux Kernel contains an out-of-bounds access vulnerability in the USB-audio driver that allows an attacker with physical access to the system to use a malicious USB device to potentially manipulate system memory, escalate privileges, or execute arbitrary code.","Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-04-09,2025-04-30,Unknown,"This vulnerability affects a common open-source component, third-party library, or a protocol used by different products. For more information, please see: https://lore.kernel.org/linux-cve-announce/2024122725-CVE-2024-53197-6aef@gregkh/ ; https://source.android.com/docs/security/bulletin/2025-04-01 ; https://nvd.nist.gov/vuln/detail/CVE-2024-53197",CWE-787,CVE202453197|kernel|cve-2024-53197|bounds|vulnerability|cwe-787|linux|CWE787|access,0.3,0.3,0.3,185,21,-165,0.3,0.7,1,True,0.9,0.9,False,True,0.405,MEDIUM,1,1.0
CVE-2021-40655,D-Link,DIR-605 Router,D-Link DIR-605 Router Information Disclosure Vulnerability,D-Link DIR-605 routers contain an information disclosure vulnerability that allows attackers to obtain a username and password by forging a post request to the /getcfg.php page. ,This vulnerability affects legacy D-Link products. All associated hardware revisions have reached their end-of-life (EOL) or end-of-service (EOS) life cycle and should be retired and replaced per vendor instructions.,2024-05-16,2024-06-06,Unknown,https://legacy.us.dlink.com/pages/product.aspx?id=2b09e95d90ff4cb38830ecc04c89cee5; https://nvd.nist.gov/vuln/detail/CVE-2021-40655,CWE-863,dir-605 router|cve-2021-40655|dlink|router|d-link|information|vulnerability|CVE202140655|dir605 router|dir-605router|cwe-863|disclosure|link|CWE863,0.3,0.7,0.1,513,21,-493,0.3,0.7,1,True,0.9,0.9,False,True,0.395,LOW,0,0.75
CVE-2025-32433,Erlang,Erlang/OTP,Erlang Erlang/OTP SSH Server Missing Authentication for Critical Function Vulnerability,"Erlang Erlang/OTP SSH server contains a missing authentication for critical function vulnerability. This could allow an attacker to execute arbitrary commands without valid credentials, potentially leading to unauthenticated remote code execution (RCE). By exploiting a flaw in how SSH protocol messages are handled, a malicious actor could gain unauthorized access to affected systems. This vulnerability could affect various products that implement Erlang/OTP SSH server, including—but not limited to—Cisco, NetApp, and SUSE.","Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-06-09,2025-06-30,Unknown,"This vulnerability affects a common open-source project, third-party library, or a protocol used by different products. For more information, please see: https://github.com/erlang/otp/security/advisories/GHSA-37cp-fgq5-7wc2 ; https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-erlang-otp-ssh-xyZZy ; https://nvd.nist.gov/vuln/detail/CVE-2025-32433",CWE-306,rce|cve-2025-32433|erlang|missing|function|server|vulnerability|authentication|CVE202532433|critical|erlang/otp|CWE306|cwe-306,0.3,0.3,0.8999999999999999,124,21,-104,0.3,0.7,1,False,0.4,0.4,False,True,0.395,LOW,0,1.0
CVE-2018-0154,Cisco,IOS Software,Cisco IOS Software Integrated Services Module for VPN Denial-of-Service Vulnerability,"A vulnerability in the crypto engine of the Cisco Integrated Services Module for VPN (ISM-VPN) running Cisco IOS Software could allow an unauthenticated, remote attacker to cause a denial-of-service (DoS) condition.",Apply updates per vendor instructions.,2022-03-03,2022-03-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2018-0154,CWE-399,CWE399|module|cwe-399|cisco|cve-2018-0154|CVE20180154|service|vulnerability|ios software|denial|iossoftware|software|services|integrated,0.9,0.3,0.4,1318,14,-1305,0.3,1.0,1,False,0.4,0.4,False,True,0.395,LOW,0,0.75
CVE-2024-20481,Cisco,Adaptive Security Appliance (ASA) and Firepower Threat Defense (FTD),Cisco ASA and FTD Denial-of-Service Vulnerability,"Cisco Adaptive Security Appliance (ASA) and Firepower Threat Defense (FTD) contain a missing release of resource after effective lifetime vulnerability that could allow an unauthenticated, remote attacker to cause a denial-of-service (DoS) of the RAVPN service.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-10-24,2024-11-14,Unknown,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-asaftd-bf-dos-vDZhLqrW ; https://nvd.nist.gov/vuln/detail/CVE-2024-20481,CWE-772,cisco|service|adaptive security appliance (asa) and firepower threat defense (ftd)|vulnerability|cwe-772|cve-2024-20481|denial|CVE202420481|CWE772|adaptivesecurityappliance(asa)andfirepowerthreatdefense(ftd),0.9,0.3,0.7,352,21,-332,0.3,0.7,1,False,0.4,0.4,False,True,0.395,LOW,0,1.0
CVE-2025-21418,Microsoft,Windows,Microsoft Windows Ancillary Function Driver for WinSock Heap-Based Buffer Overflow Vulnerability,"Microsoft Windows Ancillary Function Driver for WinSock contains a heap-based buffer overflow vulnerability that allows for privilege escalation, enabling a local attacker to gain SYSTEM privileges.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2025-02-11,2025-03-04,Unknown,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21418 ; https://nvd.nist.gov/vuln/detail/CVE-2025-21418,CWE-122,microsoft|function|cve-2025-21418|escalation|heap|based|overflow|winsock|vulnerability|cwe-122|CVE202521418|buffer|windows|driver|CWE122|ancillary,0.9,0.9,0.5,242,21,-222,0.3,0.7,1,False,0.4,0.4,False,True,0.395,LOW,0,1.0
CVE-2021-44077,Zoho,ManageEngine ServiceDesk Plus (SDP) / SupportCenter Plus,Zoho ManageEngine ServiceDesk Plus Remote Code Execution Vulnerability,"Zoho ManageEngine ServiceDesk Plus before 11306, ServiceDesk Plus MSP before 10530, and SupportCenter Plus before 11014 are vulnerable to unauthenticated remote code execution",Apply updates per vendor instructions.,2021-12-01,2021-12-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-44077,CWE-306,plus|zoho|remote|CVE202144077|cve-2021-44077|manageengine servicedesk plus (sdp) / supportcenter plus|execution|vulnerability|code|CWE306|manageengine|servicedesk|cwe-306|manageengineservicedeskplus(sdp)/supportcenterplus,0.3,0.3,0.6,1410,14,-1397,0.3,1.0,1,False,0.4,0.4,False,True,0.395,LOW,0,0.75
CVE-2018-0156,Cisco,IOS Software and Cisco IOS XE Software,Cisco IOS Software and Cisco IOS XE Software Smart Install Denial-of-Service Vulnerability,"A vulnerability in the Smart Install feature of Cisco IOS Software and Cisco IOS XE Software could allow an unauthenticated, remote attacker to trigger a reload of an affected device, resulting in a denial-of-service (DoS) condition.",Apply updates per vendor instructions.,2022-03-03,2022-03-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2018-0156,CWE-399,CWE399|cwe-399|cisco|smart|service|ios software and cisco ios xe software|vulnerability|cve-2018-0156|iossoftwareandciscoiosxesoftware|denial|software|install|CVE20180156,0.9,0.3,0.4,1318,14,-1305,0.3,1.0,1,False,0.4,0.4,False,True,0.395,LOW,0,0.75
CVE-2018-0155,Cisco,Catalyst 4500 Series Switches and Cisco Catalyst 4500-X Series Switches,Cisco Catalyst Bidirectional Forwarding Detection Denial-of-Service Vulnerability,"A vulnerability in the Bidirectional Forwarding Detection (BFD) offload implementation of Cisco Catalyst 4500 Series Switches and Cisco Catalyst 4500-X Series Switches could allow an unauthenticated, remote attacker to cause a crash of the iosd process, causing a denial-of-service (DoS) condition.",Apply updates per vendor instructions.,2022-03-03,2022-03-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2018-0155,CWE-388,CVE20180155|CWE388|catalyst4500seriesswitchesandciscocatalyst4500-xseriesswitches|cisco|detection|service|cwe-388|cve-2018-0155|catalyst|vulnerability|catalyst 4500 series switches and cisco catalyst 4500-x series switches|bidirectional|denial|forwarding|catalyst 4500 series switches and cisco catalyst 4500x series switches,0.9,0.3,0.4,1318,14,-1305,0.3,1.0,1,False,0.4,0.4,False,True,0.395,LOW,0,0.75
CVE-2022-3075,Google,Chromium Mojo,Google Chromium Mojo Insufficient Data Validation Vulnerability,"Google Chromium Mojo contains an insufficient data validation vulnerability that allows a remote attacker, who has compromised the renderer process, to potentially perform a sandbox escape via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Apply updates per vendor instructions.,2022-09-08,2022-09-29,Unknown,"https://chromereleases.googleblog.com/2022/09/stable-channel-update-for-desktop.html, https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-3075;  https://nvd.nist.gov/vuln/detail/CVE-2022-3075",CWE-20,chromium mojo|insufficient|cve-2022-3075|chromium|validation|chromiummojo|vulnerability|cwe-20|CVE20223075|CWE20|google|data|mojo,0.9,0.3,0.0,1129,21,-1109,0.3,0.7,1,True,0.9,0.9,False,True,0.39,LOW,0,0.5
CVE-2022-0185,Linux,Kernel,Linux Kernel Heap-Based Buffer Overflow Vulnerability,Linux kernel contains a heap-based buffer overflow vulnerability in the legacy_parse_param function in the Filesystem Context functionality. This allows an attacker to open a filesystem that does not support the Filesystem Context API and ultimately escalate privileges.,Apply updates per vendor instructions or discontinue use of the product if updates are unavailable.,2024-08-21,2024-09-11,Unknown,"This vulnerability affects a common open-source component, third-party library, or a protocol used by different products. For more information, please see: https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit?id=722d94847de2; https://nvd.nist.gov/vuln/detail/CVE-2022-0185",CWE-190,CWE190|kernel|heap|based|overflow|vulnerability|cwe-190|CVE20220185|buffer|cve-2022-0185|linux,0.3,0.3,0.2,416,21,-396,0.3,0.7,1,True,0.9,0.9,False,True,0.39,LOW,0,0.75
CVE-2021-27059,Microsoft,Office,Microsoft Office Remote Code Execution Vulnerability,Microsoft Office contains an unspecified vulnerability that allows for remote code execution.,Apply updates per vendor instructions.,2021-11-03,2021-11-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-27059,,microsoft|CVE202127059|remote|office|cve-2021-27059|vulnerability|execution|code,0.9,0.9,0.3,1438,14,-1425,0.3,1.0,0,False,0.3,0.0,False,True,0.39,LOW,0,0.5
CVE-2021-31010,Apple,"iOS, macOS, watchOS","Apple iOS, macOS, watchOS Sandbox Bypass Vulnerability","In affected versions of Apple iOS, macOS, and watchOS, a sandboxed process may be able to circumvent sandbox restrictions.",Apply updates per vendor instructions.,2022-08-25,2022-09-15,Unknown,"https://support.apple.com/en-us/HT212804, https://support.apple.com/en-us/HT212805, https://support.apple.com/en-us/HT212806, https://support.apple.com/en-us/HT212807, https://support.apple.com/en-us/HT212824; https://nvd.nist.gov/vuln/detail/CVE-2021-31010",CWE-20|CWE-502,"watchos|CVE202131010|cwe-502|apple|bypass|vulnerability|cwe-20|cve-2021-31010|ios,macos,watchos|ios, macos, watchos|macos|CWE20|sandbox|CWE502",0.9,0.3,0.0,1143,21,-1123,0.3,0.7,2,True,0.9,0.9,False,True,0.39,LOW,0,0.5
CVE-2024-9379,Ivanti,Cloud Services Appliance (CSA),Ivanti Cloud Services Appliance (CSA) SQL Injection Vulnerability,"Ivanti Cloud Services Appliance (CSA) contains a SQL injection vulnerability in the admin web console in versions prior to 5.0.2, which can allow a remote attacker authenticated as administrator to run arbitrary SQL statements.","As Ivanti CSA 4.6.x has reached End-of-Life status, users are urged to remove CSA 4.6.x from service or upgrade to the 5.0.x line, or later, of supported solution.",2024-10-09,2024-10-30,Unknown,https://forums.ivanti.com/s/article/Security-Advisory-Ivanti-CSA-Cloud-Services-Appliance-CVE-2024-9379-CVE-2024-9380-CVE-2024-9381 ; https://nvd.nist.gov/vuln/detail/CVE-2024-9379,CWE-89,sql|CVE20249379|cloudservicesappliance(csa)|injection|vulnerability|appliance|cloud services appliance (csa)|ivanti|cloud|CWE89|services|cwe-89|cve-2024-9379,0.3,0.3,0.2,367,21,-347,0.3,0.7,1,True,0.9,0.9,False,True,0.39,LOW,0,0.75
CVE-2021-33044,Dahua,IP Camera Firmware,Dahua IP Camera Authentication Bypass Vulnerability,Dahua IP cameras and related products contain an authentication bypass vulnerability when the NetKeyboard type argument is specified by the client during authentication.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-08-21,2024-09-11,Unknown,https://www.dahuasecurity.com/aboutUs/trustedCenter/details/582; https://nvd.nist.gov/vuln/detail/CVE-2021-33044,CWE-287,CVE202133044|dahua|cwe-287|bypass|CWE287|cve-2021-33044|ipcamerafirmware|authentication|vulnerability|camera|ip camera firmware,0.3,0.3,0.2,416,21,-396,0.3,0.7,1,True,0.9,0.9,False,True,0.39,LOW,0,0.75
CVE-2013-3660,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,"The EPATHOBJ::pprFlattenRec function in win32k.sys in the kernel-mode drivers in Microsoft does not properly initialize a pointer for the next object in a certain list, which allows local users to gain privileges.",Apply updates per vendor instructions.,2022-03-28,2022-04-18,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2013-3660,CWE-119,microsoft|win32k|CVE20133660|escalation|CWE119|vulnerability|privilege|cve-2013-3660|cwe-119,0.9,0.3,0.0,1293,21,-1273,0.3,0.7,1,True,0.9,0.9,False,True,0.39,LOW,0,0.5
